genus,href,title,caption,author
Helicotylenchus,https://www.wur.nl/upload_mm/c/0/b/099034cd-a15c-4642-9c11-7c796609a8c2_Helicotylenchus%20canadensis%20zaadblaasje%20leeg%202.jpg,Helicotylenchus canadensis: empty spermatheca ,Helicotylenchus canadensis: empty spermatheca,Hanny van Megen
Helicotylenchus,https://www.wur.nl/upload_mm/7/9/8/686383bf-684a-4739-a509-a51ac05b99a9_Helicotylenchus%20canadensis%20zaadblaasje%20leeg.jpg,Helicotylenchus canadensis: empty spermatheca,Helicotylenchus canadensis: empty spermatheca,Hanny van Megen
Helicotylenchus,https://www.wur.nl/upload_mm/4/5/2/ae068163-a9ee-48b1-82b4-8c1d0bbb3572_Helicotylenchus%20canadensis%20fasmide.jpg,Helicotylenchus canadensis: phasmid ,Helicotylenchus canadensis: phasmid,Hanny van Megen
Helicotylenchus,https://www.wur.nl/upload_mm/e/d/b/5cfc8ab4-a2f2-4718-a955-111d3338f20a_Helicotylenchus%20canadensis%20staartpunt%20afgerond%2C%20anale%20opening%202.jpg,Helicotylenchus canadensis: tail region with anal opening ,Helicotylenchus canadensis: tail region with anal opening,Hanny van Megen
Helicotylenchus,https://www.wur.nl/upload_mm/1/8/d/bb6f4abc-d26b-4b93-98fa-bf834a6be8c6_Helicotylenchus%20vulgaris%20overzicht.jpg,Helicotylenchus vulgaris: female habitus ,Helicotylenchus vulgaris: female habitus,Hanny van Megen
Helicotylenchus,https://www.wur.nl/upload_mm/b/7/5/80ca7f32-cbdb-44df-a20c-9b0c16227d65_Helicotylenchus%20vulgaris%20lipstreek%20afgeplat%20tif.jpg,Helicotylenchus vulgaris: anterior body region with flattened lip region ,Helicotylenchus vulgaris: anterior body region with flattened lip region,Hanny van Megen
Helicotylenchus,https://www.wur.nl/upload_mm/a/e/7/a3e96a38-1e9c-4b65-92dd-1210a7a14d5b_Helicotylenchus%20vulgaris%20afvoerbuisje%20dorsale%20slokdarmklier.jpg,Helicotylenchus vulgaris: anterior body region with flattened lip region with dorsal gland orifice ,Helicotylenchus vulgaris: anterior body region with flattened lip region with dorsal gland orifice,Hanny van Megen
Helicotylenchus,https://www.wur.nl/upload_mm/8/6/0/134d55c7-b4ac-43db-8d6c-c177844080bc_Helicotylenchus%20vulgaris%20middenbulbus%20en%20overlap.jpg,Helicotylenchus vulgaris: median bulb en gland overlap ,Helicotylenchus vulgaris: median bulb en gland overlap,Hanny van Megen
Helicotylenchus,https://www.wur.nl/upload_mm/0/b/0/3af38170-ace7-4b63-9374-1bea131bad92_Helicotylenchus%20vulgaris%20cuticulariingen.jpg,Helicotylenchus vulgaris: cuticle annulation ,Helicotylenchus vulgaris: cuticle annulation,Hanny van Megen
Helicotylenchus,https://www.wur.nl/upload_mm/e/8/a/269bba51-eb5a-40b8-806d-2b5ff0af5e87_Helicotylenchus%20vulgaris%20vulva%202.jpg,Helicotylenchus vulgaris: vulva,Helicotylenchus vulgaris: vulva,Hanny van Megen
Helicotylenchus,https://www.wur.nl/upload_mm/5/1/8/ff5788f2-4310-435b-9499-0c7ff67ea5d1_Helicotylenchus%20vulgaris%20vulva%2C%20zaadblaasje%20leeg.jpg,"Helicotylenchus vulgaris: vulva, empty spermatheca","Helicotylenchus vulgaris: vulva, empty spermatheca",Hanny van Megen
Helicotylenchus,https://www.wur.nl/upload_mm/c/4/5/32eb5f20-bdda-4ba4-a02b-77ed642ae8ce_Helicotylenchus%20vulgaris%20anale%20opening%2C%20staartpunt.jpg,Helicotylenchus vulgaris: tail region with anal opening ,Helicotylenchus vulgaris: tail region with anal opening,Hanny van Megen
Hemicycliophora thienemanni,,,,Hanny van Megen
Hemicycliophora thienemanni,https://www.wur.nl/upload_mm/3/9/e/153a7999-8932-4c00-a36f-ae9ca86ae6fb_Loofia%20Thienemanni%20overzicht.jpg,Hemicycliophora thienemanni: female ,Hemicycliophora thienemanni: female,Hanny van Megen
Hemicycliophora thienemanni,https://www.wur.nl/upload_mm/2/1/e/f054e94e-d228-48cd-9e96-63889e51fa47_Loofia%20Thienemanni%20stekel%2C%20gespleten%20cuticula.jpg,Hemicycliophora thienemanni: protruding stylet,Hemicycliophora thienemanni: protruding stylet,Hanny van Megen
Hemicycliophora thienemanni,https://www.wur.nl/upload_mm/7/a/e/173bd95a-2e9d-49c3-9733-bd592444fdfd_Loofia%20thienemanni%20stekel%2C%20lipstreek%2C%20ged.%20slokdarm.jpg,Hemicycliophora thienemanni: head region and anterior part of the pharynx,Hemicycliophora thienemanni: head region and anterior part of the pharynx,Hanny van Megen
Hemicycliophora thienemanni,https://www.wur.nl/upload_mm/2/5/5/93d01e43-7f0f-4502-9505-b59dad099ed0_Loofia%20Thienemanni%20stekelknoppen%2C%20lumen%2C%20slokdarm.jpg,"Hemicycliophora thienemanni: styletknobs, metacorpus and pharyngeal glands","Hemicycliophora thienemanni: styletknobs, metacorpus and pharyngeal glands",Hanny van Megen
Hemicycliophora thienemanni,https://www.wur.nl/upload_mm/9/a/c/fcd9f2c1-9f44-4c1e-82f1-cfe49935717a_Loofia%20Thienemanni%20slokdarm.jpg,Hemicycliophora thienemanni: metacorpus and pharyngeal glands,Hemicycliophora thienemanni: metacorpus and pharyngeal glands,Hanny van Megen
Hemicycliophora thienemanni,https://www.wur.nl/upload_mm/2/0/0/e92cd2a1-e002-499d-b393-96ae73741dd0_Loofia%20Thienemanni%20excretiepore.jpg,Hemicycliophora thienemanni: S-E pore,Hemicycliophora thienemanni: S-E pore,Hanny van Megen
Hemicycliophora thienemanni,https://www.wur.nl/upload_mm/5/e/0/f2eb25c1-bd87-437e-aeea-35d7cfc9d52e_Loofia%20Thienemanni%20anale%20opening.jpg,Hemicycliophora thienemanni: anal opening,Hemicycliophora thienemanni: anal opening,Hanny van Megen
Hemicycliophora thienemanni,https://www.wur.nl/upload_mm/5/5/6/6d46e6cc-e397-47e5-9f54-3a529521b73e_Loofia%20Thienemanni%20vulva%2C%20gespleten%20cuticula%202.jpg,Hemicycliophora thienemanni: vulva & double cuticle layers,Hemicycliophora thienemanni: vulva & double cuticle layers,Hanny van Megen
Hemicycliophora thienemanni,https://www.wur.nl/upload_mm/4/8/d/6defdc2e-cdcd-40b4-8b57-529cd3cca171_Loofia%20Thienemanni%20vulva%2C%20gespleten%20cuticula.jpg,Hemicycliophora thienemanni: vulva & double cuticle layers,Hemicycliophora thienemanni: vulva & double cuticle layers,Hanny van Megen
Hemicycliophora thienemanni,https://www.wur.nl/upload_mm/4/0/1/a764f327-668a-4677-9876-b0c3a5ed05cc_Loofia%20Thienemanni%20staart.jpg,Hemicycliophora thienemanni: posterior tail part,Hemicycliophora thienemanni: posterior tail part,Hanny van Megen
Hemicycliophora thienemanni,https://www.wur.nl/upload_mm/3/1/2/7f8b29da-27b4-4c14-b8ca-07f4e5a5696e_Loofia%20Thienemanni%20staartpunt.jpg,Hemicycliophora thienemanni: posterior tail part,Hemicycliophora thienemanni: posterior tail part,Hanny van Megen
Hemicycliophora thienemanni,https://www.wur.nl/upload_mm/6/2/0/b3685a99-981e-4ea1-ad10-4fe02c803aa7_HEMICYCLIOPHORA%20-%20PARVA.jpg,Hemicycliophora parvana,Hemicycliophora parvana,Hanny van Megen
Hemicycliophora thienemanni,https://www.wur.nl/upload_mm/3/0/7/38be4698-2e2d-4fcb-995e-529022d2d4ad_HEMICYCLIOPHORA%20-%20PARVANA.jpg,Hemicycliophora parvana,Hemicycliophora parvana,Hanny van Megen
Hemicycliophora thienemanni,https://www.wur.nl/upload_mm/0/a/f/6b370ce5-7a70-4254-b9ff-539086c15e8a_HEMICYCLIOPHORA%20-%20TRIANGULUM.jpg,Hemicycliophora triangulum,Hemicycliophora triangulum,Hanny van Megen
Hemicycliophora thienemanni,https://www.wur.nl/upload_mm/6/1/3/9c3de425-25bd-4039-bcda-c429f2fb9aa1_HEMICYCLIOPHORA%20-%20TRIANGULUM%202.jpg,Hemicycliophora triangulum,Hemicycliophora triangulum,Hanny van Megen
Hemicycliophora thienemanni,https://www.wur.nl/upload_mm/2/b/f/73673a05-c927-4f34-8d03-225d0b85e149_HEMICYCLIOPHORA%20-%20CONIDA.jpg,Hemicycliophora conida,Hemicycliophora conida,Hanny van Megen
"Hirschmanniella Luc & Goodey, 1964",,,,Hanny van Megen
"Hirschmanniella Luc & Goodey, 1964",https://www.wur.nl/upload_mm/d/1/9/bd1ecaca-0787-48c4-a05d-ccb040fc3ad0_Hirschmanniella%20overzicht%202.jpg,Hirschmanniella gracilis: female body,Hirschmanniella gracilis: female body,Hanny van Megen
"Hirschmanniella Luc & Goodey, 1964",https://www.wur.nl/upload_mm/0/7/7/444cb9a8-c3dd-4d44-8543-1f1ef435afe4_Hirschmanniella%20lipstreek%2C%20stekel%2Cmiddenbulbus%2C%20lumen.jpg,Hirschmanniella gracilis: anterior body part with lip region and well developed stylet and median bulb ,Hirschmanniella gracilis: anterior body part with lip region and well developed stylet and median bulb,Hanny van Megen
"Hirschmanniella Luc & Goodey, 1964",https://www.wur.nl/upload_mm/0/4/a/e02cc28a-c6a5-4b5f-bc07-1c908ebc3ec3_Hirschmanniella%20midden-ged.%20ventrale%20eindbulbus%202.jpg,Hirschmanniella gracilis: posterior pharynx region,Hirschmanniella gracilis: posterior pharynx region,Hanny van Megen
"Hirschmanniella Luc & Goodey, 1964",https://www.wur.nl/upload_mm/c/e/e/071aa949-2db9-4af9-bb5e-9d816a3b7161_Hirschmanniella%20cuticularingen%2C%20ged.%20zijveld.jpg,"Hirschmanniella gracilis: cuticule annulation, lateral field (partly visilble)","Hirschmanniella gracilis: cuticule annulation, lateral field (partly visilble)",Hanny van Megen
"Hirschmanniella Luc & Goodey, 1964",https://www.wur.nl/upload_mm/5/b/a/a2ef1537-3187-4ebd-b11f-72cef6dc9b57_Hirschmanniella%20gonaden%20gepaard.jpg,Hirschmanniella gracilis: genital organ amphidelphic,Hirschmanniella gracilis: genital organ amphidelphic,Hanny van Megen
"Hirschmanniella Luc & Goodey, 1964",https://www.wur.nl/upload_mm/4/d/4/c9d8279e-7af6-455b-a07e-e292e47ba371_Hirschmanniella%20vulva.jpg,Hirschmanniella gracilis: vulva ,Hirschmanniella gracilis: vulva,Hanny van Megen
"Hirschmanniella Luc & Goodey, 1964",https://www.wur.nl/upload_mm/d/b/f/0295e111-9d76-4708-8d56-5420b6a75090_Hirschmanniella%20gubernaculum.jpg,Hirschmanniella gracilis (male): spicula and gubernaculum ,Hirschmanniella gracilis (male): spicula and gubernaculum,Hanny van Megen
"Hirschmanniella Luc & Goodey, 1964",https://www.wur.nl/upload_mm/7/4/9/1150fb4e-33e4-4998-8a78-14d09bfba076_Hirschmanniella%20bursa%2C%20ged.%20spicula.jpg,Hirschmanniella gracilis (male): bursa and spiculesa (partly visible),Hirschmanniella gracilis (male): bursa and spiculesa (partly visible),Hanny van Megen
"Hirschmanniella Luc & Goodey, 1964",https://www.wur.nl/upload_mm/8/6/0/05683ad8-edd9-425c-a4b7-ba8e488ae0a7_Hirschmanniella%20staartpunt%20ged.%20bursa.jpg,Hirschmanniella gracilis (male): tail with part of the bursa ,Hirschmanniella gracilis (male): tail with part of the bursa,Hanny van Megen
"Hirschmanniella Luc & Goodey, 1964",https://www.wur.nl/upload_mm/0/8/f/34a9648f-c526-4a47-b73a-fd52ebf32a43_Hirschmanniella%20staartpunt.jpg,Hirschmanniella gracilis: female tail with terminal mucro,Hirschmanniella gracilis: female tail with terminal mucro,Hanny van Megen
"Meloidogyne duytsi Karssen, van Aelst & van der Putten, 1998",,,,Hanny van Megen
"Meloidogyne duytsi Karssen, van Aelst & van der Putten, 1998",https://www.wur.nl/upload_mm/d/d/2/58397227-5b3d-4df3-8cf3-c46c440b5f61_Meloidogyne%20duytsi%2010x%20overzicht1.jpg,Meloidogyne duytsi: second-stage juvenile body,Meloidogyne duytsi: second-stage juvenile body,Hanny van Megen
"Meloidogyne duytsi Karssen, van Aelst & van der Putten, 1998",https://www.wur.nl/upload_mm/0/7/f/219d3e32-bc68-4763-962a-aab4c54118ae_Meloidogyne%20duytsi%20100x%20stekel%2C%20middenbulbus.jpg,Meloidogyne duytsi: second-stage juvenile anterior region,Meloidogyne duytsi: second-stage juvenile anterior region,Hanny van Megen
"Meloidogyne duytsi Karssen, van Aelst & van der Putten, 1998",https://www.wur.nl/upload_mm/3/9/c/17222af1-f3d9-4de6-a58c-459332520f08_Meloidogyne%20duytsi%20100x%20%20middenbulbus%201.jpg,Meloidogyne duytsi: second-stage juvenile median bulb ,Meloidogyne duytsi: second-stage juvenile median bulb,Hanny van Megen
"Meloidogyne duytsi Karssen, van Aelst & van der Putten, 1998",https://www.wur.nl/upload_mm/c/a/c/be89da64-d200-43d0-8262-caa6804dcb50_Meloidogyne%20duytsi%20100x%20excretiepore.hemizonid%202.jpg,"Meloidogyne duytsi: second-stage juvenile S-E pore, hemizonid ","Meloidogyne duytsi: second-stage juvenile S-E pore, hemizonid",Hanny van Megen
"Meloidogyne duytsi Karssen, van Aelst & van der Putten, 1998",https://www.wur.nl/upload_mm/d/3/8/2155039b-1e94-4d29-b4ab-74d181a988ac_Meloidogyne%20duytsi%20100x%20staartpunt.jpg,Meloidogyne duytsi: second-stage juvenile tail region ,Meloidogyne duytsi: second-stage juvenile tail region,Hanny van Megen
"Meloidogyne duytsi Karssen, van Aelst & van der Putten, 1998",https://www.wur.nl/upload_mm/1/4/d/5dfca111-e7af-4715-b1a5-5a555eccf1af_MeloidogyneGerritfoto1.png,Meloidogyne duytsi: male with Pasteuria penetrans  ,Meloidogyne duytsi: male with Pasteuria penetrans,Hanny van Megen
"Meloidogyne duytsi Karssen, van Aelst & van der Putten, 1998",https://www.wur.nl/upload_mm/6/7/e/ebedf660-f78e-4c9e-9fe1-34c0d1e5e96f_MeloidogyneGerritfoto2.png,Meloidogyne duytsi: spicules,Meloidogyne duytsi: spicules,Hanny van Megen
"Meloidogyne duytsi Karssen, van Aelst & van der Putten, 1998",https://www.wur.nl/upload_mm/6/c/1/e829ae70-9b2e-474c-9c84-da8e71ab0b4e_MeloidogyneGerritfoto3.png,Meloidogyne duytsi: male posterior body ,Meloidogyne duytsi: male posterior body,Hanny van Megen
"Meloidogyne duytsi Karssen, van Aelst & van der Putten, 1998",https://www.wur.nl/upload_mm/b/b/7/6e1d801f-7772-423f-a12b-495e0923aba4_MeloidogyneGerritfoto6.png,Meloidogyne duytsi: female perineal pattern ,Meloidogyne duytsi: female perineal pattern,Hanny van Megen
"Meloidogyne duytsi Karssen, van Aelst & van der Putten, 1998",https://www.wur.nl/upload_mm/c/5/3/3645f084-a37f-4121-a205-82eb523370c6_MeloidogyneGerritfoto5.png,Meloidogyne duytsi: female S-E pore ,Meloidogyne duytsi: female S-E pore,Hanny van Megen
Meloidogyne duytsi (spicules),,,,Gerrit Karssen/Adriaan van Aelst
Meloidogyne duytsi with Pasteuria penetrans,,,,Gerrit Karssen/Adriaan van Aelst
Meloidogyne duytsi (S-E pore),,,,Gerrit Karssen/Adriaan van Aelst
Meloidogyne duytsi (Perineal pattern),,,,Gerrit Karssen/Adriaan van Aelst
Meloidogyne duytsi posterior body,,,,Gerrit Karssen/Adriaan van Aelst
Meloidogyne incognita,,,,Erwin Roze and Hein Overmars
Meloidogyne kralli,,,,Gerrit Karssen/Adriaan van Aelst
Meloidogyne kralli Jepson,,,,Gerrit Karssen
Meloidogyne ulmi,,,,Gerrit Karssen
Mesocriconema xenoplax,,,,Hanny van Megen
Mesocriconema xenoplax,https://www.wur.nl/upload_mm/9/1/3/5b2189f2-907a-446c-9a75-35a53bb6caf6_Mesocriconemaxenoplax6%5B1%5D.jpg,Mesocriconema xenoplax,Mesocriconema xenoplax,Hanny van Megen
Mesocriconema xenoplax,https://www.wur.nl/upload_mm/2/5/1/aeea4a8a-1cfa-430f-9334-cd80797c04c3_Mesocriconema%20xenoplax%20stekel%2C%20lipringen%2C%20lobben.jpg,"Mesocriconema xenoplax: stylet, lip rings, lobes","Mesocriconema xenoplax: stylet, lip rings, lobes",Hanny van Megen
Mesocriconema xenoplax,https://www.wur.nl/upload_mm/2/c/1/af33a89c-9d18-4a7f-8994-cb9c7e419dc5_Mesocriconema%20xenoplax%20stekel%2C%20cuticularingen%20naar%20achteren%20gebogen.jpg,"Mesocriconema xenoplax: stylet, cuticle rings , edge bent posteriorly","Mesocriconema xenoplax: stylet, cuticle rings , edge bent posteriorly",Hanny van Megen
Metateratocephalus crassidens,,,,Hanny van Megen
Metateratocephalus crassidens,https://www.wur.nl/upload_mm/7/a/6/1430c5f9-b02d-4b27-acc0-7188adc85e1d_Metateratocephalus%20overzicht%20%232.jpg,Metateratocephalus,Metateratocephalus,Hanny van Megen
Metateratocephalus crassidens,https://www.wur.nl/upload_mm/f/3/4/c1b76559-2387-4402-acd2-f32b68482e20_metateratocephalus%20slokdarm.jpg,Metateratocephalus: lip with sclerotised edges deeply divided,Metateratocephalus: lip with sclerotised edges deeply divided,Hanny van Megen
Metateratocephalus crassidens,https://www.wur.nl/upload_mm/5/4/2/27bd49cb-8ba5-428d-b63b-eb19ada2fc03_Metateratocephalus%20kop%20en%20mondholte.jpg,Metateratocephalus: head and oral cavity,Metateratocephalus: head and oral cavity,Hanny van Megen
Metateratocephalus crassidens,https://www.wur.nl/upload_mm/3/7/6/9c262e0d-47f4-479c-bd87-98798c74303e_Metateratocephalus%20kop%20mondholte%20en%20slokdarm%20%232.jpg,Metateratocephalus: head and oral cavity and esophagus,Metateratocephalus: head and oral cavity and esophagus,Hanny van Megen
Metateratocephalus crassidens,https://www.wur.nl/upload_mm/4/1/0/e6fff04e-c190-4b15-99f4-45ed19e84296_Metateratocephalus%20slokdarm%20juveniel%20incl%20kleppen%20%232.jpg,Metateratocephalus: esophagus juvenile (basal bulb with transverse valves),Metateratocephalus: esophagus juvenile (basal bulb with transverse valves),Hanny van Megen
Metateratocephalus crassidens,https://www.wur.nl/upload_mm/4/d/5/77ebe9d6-19da-48dd-a914-1be10e88fbd5_Metateratocephalus%20slokdarm%20juveniel%20incl%20kleppen.jpg,Metateratocephalus: esophagus juvenile (basal bulb with transverse valves),Metateratocephalus: esophagus juvenile (basal bulb with transverse valves),Hanny van Megen
Metateratocephalus crassidens,https://www.wur.nl/upload_mm/0/5/2/91962ce1-c66d-4932-a7f4-42007450c0f4_Metateratocephalus%20slokdarm%20juveniel.jpg,Metateratocephalus: esophagus juvenile,Metateratocephalus: esophagus juvenile,Hanny van Megen
Metateratocephalus crassidens,https://www.wur.nl/upload_mm/f/e/d/29148fcb-2dbd-4fd9-8e5a-1942b2d526c7_Metateratocephalus%20slokdarm3%20%232.jpg,Metateratocephalus: esophagus,Metateratocephalus: esophagus,Hanny van Megen
Metateratocephalus crassidens,https://www.wur.nl/upload_mm/c/3/4/3a41704c-1722-4d1a-93ef-238ff9a5f410_metateratocephalus%20vulva%20regio%20%232.jpg,Metateratocephalus: vulva region,Metateratocephalus: vulva region,Hanny van Megen
Metateratocephalus crassidens,https://www.wur.nl/upload_mm/2/c/2/297a403c-7026-4404-bc1f-f90b08add84f_metateratocephalus%20staartpunt%20%232.jpg,Metateratocephalus: tail,Metateratocephalus: tail,Hanny van Megen
Metateratocephalus crassidens,https://www.wur.nl/upload_mm/8/a/2/ccadbdd0-d92f-44a4-9d02-6299f378e245_metateratocephalus%20staartpunt.jpg,Metateratocephalus: tail,Metateratocephalus: tail,Hanny van Megen
Metateratocephalus crassidens,https://www.wur.nl/upload_mm/4/4/d/32c1daf9-6536-45de-ab3d-bd8956502593_Metateratocephalus%20anale%20opening%20%231.jpg,Metateratocephalus: anal opening,Metateratocephalus: anal opening,Hanny van Megen
Monhystera sp.,,,,Hanny van Megen
Monhystera sp.,https://www.wur.nl/upload_mm/0/b/1/de8c42b4-ca21-49b1-af00-b66c8509068f_Monhystera%20amfiede%20rond%20op%201%20kopbreedte.jpg,Monhystera: small rounded amphid,Monhystera: small rounded amphid,Hanny van Megen
Monhystera sp.,https://www.wur.nl/upload_mm/4/d/8/c67965e0-19b1-410c-b9d6-525b55a1d702_Monhystera%20mondholte%2C%20setae%2C%20oogvlek.jpg,"Monhystera: oral cavity, small cephalic setae and ocellus (red spot)","Monhystera: oral cavity, small cephalic setae and ocellus (red spot)",Hanny van Megen
Monhystera sp.,https://www.wur.nl/upload_mm/d/c/c/ddc21542-34e7-43ea-9072-7938895d2bc2_Monhystera%20basis%20slokdarm%2C%20cardia%2C%20darm%202.jpg,Monhystera: pharynx-intestine region,Monhystera: pharynx-intestine region,Hanny van Megen
Monhystera sp.,https://www.wur.nl/upload_mm/4/f/3/353bb259-3abf-46b5-92e7-a768cd290a1b_Monhystera%20slokdarmbasis.jpg,Monhystera: posterior pharynx region,Monhystera: posterior pharynx region,Hanny van Megen
Monhystera sp.,https://www.wur.nl/upload_mm/7/7/b/82ba5dca-4161-4c8a-8b29-bef3827f4844_Monhystera%20juvenielen%20in%20gonaden.jpg,Monhystera: hatched juvenile in gonad,Monhystera: hatched juvenile in gonad,Hanny van Megen
Monhystera sp.,https://www.wur.nl/upload_mm/5/9/a/160946a6-8863-44c1-844b-e377e9bed0b2_Monhystera%20vulva.jpg,Monhystera: vulva opening,Monhystera: vulva opening,Hanny van Megen
Monhystera sp.,https://www.wur.nl/upload_mm/b/b/2/e3a3a584-9de8-4f20-8ed4-a5892e6b6d9b_Monhystera%20anale%20opening.jpg,Monhystera: anal opening,Monhystera: anal opening,Hanny van Megen
Monhystera sp.,https://www.wur.nl/upload_mm/d/5/8/d5681e73-59b5-4082-b2e7-c53a1218c9ca_Monhystera%20staart%2C%20setae.jpg,Monhystera: posterior tail region,Monhystera: posterior tail region,Hanny van Megen
Monhystera sp.,https://www.wur.nl/upload_mm/5/8/8/1e66ec03-683b-4d32-aaec-25992043f7d2_Monhystera%20staartpunt%20versmald%2C%20setae.jpg,Monhystera: tailtip with spinneret,Monhystera: tailtip with spinneret,Hanny van Megen
Monhystera sp.,https://www.wur.nl/upload_mm/1/8/6/dbdb1a5a-ad5e-4a22-81ec-ac4875692502_MONHYSTERA%20-%20STAGNALIS%201.jpg,Monhystera stagnalis,Monhystera stagnalis,Hanny van Megen
Monhystera sp.,https://www.wur.nl/upload_mm/5/d/6/1a4df3ca-8e02-43f3-ba20-fb1f5b1d206d_MONHYSTERA%20-%20STAGNALIS%202.jpg,Monhystera stagnalis,Monhystera stagnalis,Hanny van Megen
Monhystera sp.,https://www.wur.nl/upload_mm/e/c/d/c696943a-cb21-4a53-9f8b-337b3082de75_Monhystera%20paludicola%20overzicht.jpg,Monhystera paludicola female,Monhystera paludicola female,Hanny van Megen
Monhystera sp.,https://www.wur.nl/upload_mm/3/f/0/666cf33c-789e-4344-88d6-a56512c0f59b_Monhystera%20paludicola%20mondholte%2C%20setae%202.jpg,Monhystera paludicola: oral cavity and cephalic setae,Monhystera paludicola: oral cavity and cephalic setae,Hanny van Megen
Monhystera sp.,https://www.wur.nl/upload_mm/2/1/8/26e375ab-6da4-4954-a127-ba605ca5ff15_Monhystera%20paludicola%20mondholte%2C%20setae%2C%20ged.%20slokdarm.jpg,"Monhystera paludicola: oral cavity, cephalic setae and anterior part of the pharynx","Monhystera paludicola: oral cavity, cephalic setae and anterior part of the pharynx",Hanny van Megen
Monhystera sp.,https://www.wur.nl/upload_mm/9/1/1/13b9d360-c2f5-4c58-81b8-cabb61326d15_Monhystera%20paludicola%20setae%2C%20ged.%20slokdarm.jpg,Monhystera paludicola: cephalic setae and anterior part of the pharynx,Monhystera paludicola: cephalic setae and anterior part of the pharynx,Hanny van Megen
Monhystera sp.,https://www.wur.nl/upload_mm/0/5/a/582ce477-f32c-47c9-80e9-198cfd9192bf_Monhystera%20paludicola%20slokdarmbasis.jpg,Monhystera paludicola: posterior part of the pharynx,Monhystera paludicola: posterior part of the pharynx,Hanny van Megen
Monhystera sp.,https://www.wur.nl/upload_mm/c/f/1/53ff5097-da5d-4f91-baa5-f7b7c3ae1fa3_Monhystera%20paludicola%20vulva%2C%20uterus%2C%20ei.jpg,"Monhystera paludicola: vulva, uterus with egg","Monhystera paludicola: vulva, uterus with egg",Hanny van Megen
Monhystera sp.,https://www.wur.nl/upload_mm/8/3/e/fd8b0b92-96fd-4d2f-ac1d-5c1650136161_Monhystera%20paludicola%20anale%20opening%202.jpg,Monhystera paludicola: anal opening,Monhystera paludicola: anal opening,Hanny van Megen
Monhystera sp.,https://www.wur.nl/upload_mm/b/4/a/b1f4bb5f-942d-4aee-abb6-76ee5dfde9a9_Monhystera%20paludicola%20anale%20opening.jpg,Monhystera paludicola: anal opening,Monhystera paludicola: anal opening,Hanny van Megen
"Mononchoides striatus (Bütschli, 1976) Goodey, 1963",,,,Hanny van Megen
"Mononchoides striatus (Bütschli, 1976) Goodey, 1963",https://www.wur.nl/upload_mm/9/e/5/a2ef4c95-3ca6-486a-bef0-802fdd035946_Mononchoides%20striatus%20overzicht.jpg,Mononchoides striatus: female body with long filiform tail,Mononchoides striatus: female body with long filiform tail,Hanny van Megen
"Mononchoides striatus (Bütschli, 1976) Goodey, 1963",https://www.wur.nl/upload_mm/b/1/6/f19def98-6956-445a-a74d-466d0af33cdd_Mononchoides%20striatus%20papillen%2C%20mondholte%2C%20slokdarm.jpg,"Mononchoides striatus: head region with small setiform labial papillae, oral cavity & pharynx ","Mononchoides striatus: head region with small setiform labial papillae, oral cavity & pharynx",Hanny van Megen
"Mononchoides striatus (Bütschli, 1976) Goodey, 1963",https://www.wur.nl/upload_mm/d/6/d/724312f2-21bc-4f6d-95cc-a13ba41fabe8_Mononchoides%20striatus%20twee%20klaumvormige%20tanden%2C%20mondholte%20met%20twee%20ruimtes.jpg,"Mononchoides striatus: head region with two tooths, oral cavity with two stoma chambers (anterior wider, posterior narrower) ","Mononchoides striatus: head region with two tooths, oral cavity with two stoma chambers (anterior wider, posterior narrower)",Hanny van Megen
"Mononchoides striatus (Bütschli, 1976) Goodey, 1963",https://www.wur.nl/upload_mm/6/9/1/4e9cda09-427e-4c94-9345-55a89fc355c7_Mononchoides%20striatus%20cheilostoom%20in%20staafjes%20verdeeld.jpg,Mononchoides striatus: head region with cheilostom subdivided into 12 rod-like plates ,Mononchoides striatus: head region with cheilostom subdivided into 12 rod-like plates,Hanny van Megen
"Mononchoides striatus (Bütschli, 1976) Goodey, 1963",https://www.wur.nl/upload_mm/a/1/d/7850ac2b-b2ea-410f-b148-bea18326cc2b_Mononchoides%20striatus%20cuticula%20met%20lengterichels.jpg,Mononchoides striatus: cuticle with longitudinal ridges ,Mononchoides striatus: cuticle with longitudinal ridges,Hanny van Megen
"Mononchoides striatus (Bütschli, 1976) Goodey, 1963",https://www.wur.nl/upload_mm/d/1/9/cc444bd1-f158-4a92-9051-0d2d2a51cdbe_Mononchoides%20striatus%20mondholte%20bestaande%20uit%202%20kamers.jpg,"Mononchoides striatus: oral cavity with two stoma chambers (anterior wider, posterior narrower)","Mononchoides striatus: oral cavity with two stoma chambers (anterior wider, posterior narrower)",Hanny van Megen
"Mononchoides striatus (Bütschli, 1976) Goodey, 1963",https://www.wur.nl/upload_mm/9/f/d/8e4d64ab-3b24-476c-892a-d026f53899f3_Mononchoides%20striatus%20mondholte%2C%20cheilostoom%2C%20zaagvormige%20platen.jpg,"Mononchoides striatus: oral cavity, cheilostom with 12 rod-like plates ","Mononchoides striatus: oral cavity, cheilostom with 12 rod-like plates",Hanny van Megen
"Mononchoides striatus (Bütschli, 1976) Goodey, 1963",https://www.wur.nl/upload_mm/e/9/3/9bd529b0-aedf-4eb2-8dfb-a3410c6b346d_Mononchoides%20striatus%20slokdarm%20met%20middenbulbus.jpg,Mononchoides striatus: pharynx with metacorpus ,Mononchoides striatus: pharynx with metacorpus,Hanny van Megen
